time,open,high,low,price,vwap,volume,currency,log_return
2023-07-28,1860.37,1881.96,1857.02,1875.32,1871.13,9805.11838933,Ethereum,0.008003918853750142
2023-07-29,1875.32,1885.72,1870.56,1881.15,1878.38,2363.83793878,Ethereum,0.003103980428889365
2023-07-30,1881.16,1884.10,1850.44,1861.64,1866.79,4276.20028433,Ethereum,-0.010425472287931175
2023-07-31,1861.62,1875.63,1852.00,1855.91,1860.86,5072.45845079,Ethereum,-0.003082677859146697
2023-08-01,1855.92,1874.00,1815.18,1873.19,1842.52,17416.37586854,Ethereum,0.009267718045793159
2023-08-02,1873.04,1878.88,1819.31,1839.09,1847.12,16587.11468827,Ethereum,-0.018371975788958633
2023-08-03,1838.60,1857.14,1824.08,1834.42,1841.87,18005.93964468,Ethereum,-0.002542528816172565
2023-08-04,1834.10,1849.56,1811.82,1827.53,1835.78,14106.97548606,Ethereum,-0.0037630268738848976
2023-08-05,1827.51,1836.44,1825.00,1834.56,1830.64,3572.85446892,Ethereum,0.0038393423621501817
2023-08-06,1834.56,1836.19,1823.60,1827.09,1829.39,3249.86675641,Ethereum,-0.004080133471554757
2023-08-07,1827.11,1843.09,1800.59,1827.04,1820.73,16252.48922713,Ethereum,-2.7366295125290077e-05
2023-08-08,1827.04,1876.46,1824.19,1855.53,1849.79,14461.07016662,Ethereum,0.01547319856535828
2023-08-09,1855.56,1870.35,1845.02,1854.07,1855.50,13205.36925681,Ethereum,-0.000787146902838449
2023-08-10,1854.07,1864.02,1844.16,1850.76,1851.91,8478.32289135,Ethereum,-0.0017868570923343736
2023-08-11,1850.73,1856.12,1835.86,1847.26,1844.98,7466.54386422,Ethereum,-0.0018929054169896894
2023-08-12,1847.15,1852.60,1845.61,1849.12,1848.62,4222.09441210,Ethereum,0.0010063901205975556
2023-08-13,1849.12,1860.09,1833.57,1839.48,1847.97,3979.29143830,Ethereum,-0.005226927261114778
2023-08-14,1839.47,1853.69,1834.11,1843.95,1843.67,11932.62646376,Ethereum,0.0024270868154433827
2023-08-15,1843.95,1845.22,1811.67,1826.88,1832.06,6419.65616397,Ethereum,-0.009300416005565307
2023-08-16,1826.88,1828.75,1795.46,1805.56,1815.26,17257.25690062,Ethereum,-0.011738800818798302
2023-08-17,1805.57,1807.61,1517.07,1682.29,1697.20,50359.38754245,Ethereum,-0.07071483249264916
2023-08-18,1682.29,1699.51,1641.32,1660.85,1671.41,21222.40648645,Ethereum,-0.012826440973028198
2023-08-19,1661.23,1695.99,1653.88,1669.56,1671.12,6323.92433582,Ethereum,0.00523059915036698
